date,open,high,low,close,volume,average,barCount
2016-01-26 14:30:00+00:00,188.42,189.17,188.02,188.26,13176216.0,188.57,50402
2016-01-26 15:00:00+00:00,188.27,189.93,188.26,189.44,17425784.0,189.389,70159
2016-01-26 16:00:00+00:00,189.43,189.95,189.23,189.53,22690645.0,189.592,76301
2016-01-26 17:00:00+00:00,189.54,190.49,189.53,190.11,14321162.0,190.139,47180
2016-01-26 18:00:00+00:00,190.11,190.53,189.96,190.07,13433040.0,190.208,42707
2016-01-26 19:00:00+00:00,190.06,190.09,189.48,189.74,11284703.0,189.803,41683
2016-01-26 20:00:00+00:00,189.74,190.28,189.36,190.18,22981805.0,189.843,80889
2016-01-27 14:30:00+00:00,189.58,189.99,189.33,189.59,9234047.0,189.65,36305
2016-01-27 15:00:00+00:00,189.58,189.69,188.55,189.22,19177747.0,189.052,80578
2016-01-27 16:00:00+00:00,189.23,191.24,189.02,191.01,17970482.0,190.331,66294
2016-01-27 17:00:00+00:00,191.0,191.56,190.76,190.77,11282701.0,191.14,43883
2016-01-27 18:00:00+00:00,190.76,191.09,190.43,190.96,10311739.0,190.725,41291
2016-01-27 19:00:00+00:00,190.96,191.49,188.37,188.58,42604995.0,189.766,165669
2016-01-27 20:00:00+00:00,188.57,188.59,187.06,188.12,46535703.0,187.802,170473
2016-01-28 14:30:00+00:00,189.96,190.2,189.37,189.7,15049666.0,189.814,60992
2016-01-28 15:00:00+00:00,189.7,189.75,187.16,188.37,28451870.0,188.271,115711
2016-01-28 16:00:00+00:00,188.38,189.27,187.77,187.79,17505594.0,188.564,76230
2016-01-28 17:00:00+00:00,187.79,189.76,187.76,189.25,13793331.0,189.054,60746
2016-01-28 18:00:00+00:00,189.24,189.52,188.37,188.7,12384221.0,188.988,55637
2016-01-28 19:00:00+00:00,188.7,189.84,188.66,189.21,12950697.0,189.336,56402
2016-01-28 20:00:00+00:00,189.21,189.67,188.94,189.14,18814159.0,189.304,76446
2016-01-29 14:30:00+00:00,190.02,191.24,189.88,191.15,16902744.0,190.596,60920
2016-01-29 15:00:00+00:00,191.15,191.7,190.84,191.05,21356806.0,191.261,87445
2016-01-29 16:00:00+00:00,191.05,191.97,190.99,191.91,18369651.0,191.432,70167
2016-01-29 17:00:00+00:00,191.92,192.5,191.75,192.42,13890202.0,192.207,50200
2016-01-29 18:00:00+00:00,192.42,192.76,192.18,192.52,12560645.0,192.448,45332
2016-01-29 19:00:00+00:00,192.53,192.94,192.21,192.62,14596231.0,192.616,56383
2016-01-29 20:00:00+00:00,192.62,193.75,192.54,193.69,47734944.0,193.31,156724
2016-02-01 14:30:00+00:00,192.53,192.84,192.13,192.4,12311014.0,192.42,48178
2016-02-01 15:00:00+00:00,192.4,193.21,191.84,193.07,16598053.0,192.547,74745
2016-02-01 16:00:00+00:00,193.07,193.46,192.67,193.2,12351601.0,193.102,56415
2016-02-01 17:00:00+00:00,193.21,193.32,192.46,192.55,9769404.0,192.792,40758
2016-02-01 18:00:00+00:00,192.56,193.24,192.49,193.22,9196200.0,192.892,39664
2016-02-01 19:00:00+00:00,193.22,193.92,192.86,193.82,11003255.0,193.382,41861
2016-02-01 20:00:00+00:00,193.82,194.58,192.77,193.69,27103307.0,194.111,99675
2016-02-02 14:30:00+00:00,191.96,191.97,190.87,191.19,16399881.0,191.373,65147
2016-02-02 15:00:00+00:00,191.2,191.58,190.75,191.0,21436477.0,191.167,94486
2016-02-02 16:00:00+00:00,191.0,191.73,190.87,190.97,15103892.0,191.365,57636
2016-02-02 17:00:00+00:00,190.96,191.06,190.3,190.8,14480020.0,190.658,54544
2016-02-02 18:00:00+00:00,190.8,190.89,190.06,190.09,11767878.0,190.468,46264
2016-02-02 19:00:00+00:00,190.09,190.65,189.86,189.97,18111887.0,190.184,65396
2016-02-02 20:00:00+00:00,189.98,190.54,189.54,190.12,31628519.0,190.107,118190
2016-02-03 14:30:00+00:00,191.41,191.48,189.98,190.08,14244306.0,190.688,57782
2016-02-03 15:00:00+00:00,190.08,190.08,187.1,188.93,47045793.0,188.324,196690
2016-02-03 16:00:00+00:00,188.93,189.82,187.76,189.26,27910102.0,188.88,118663
2016-02-03 17:00:00+00:00,189.28,189.62,188.44,189.2,15867852.0,189.04,70407
2016-02-03 18:00:00+00:00,189.2,189.5,187.97,187.99,12078872.0,188.635,54763
2016-02-03 19:00:00+00:00,187.99,191.44,187.98,191.34,32936191.0,190.237,130450
2016-02-03 20:00:00+00:00,191.34,191.78,190.3,191.19,32315225.0,191.051,130123
2016-02-04 14:30:00+00:00,190.71,191.37,189.96,191.02,15951980.0,190.757,66170
2016-02-04 15:00:00+00:00,191.02,192.75,190.15,192.69,26640847.0,191.822,122460
2016-02-04 16:00:00+00:00,192.67,192.7,190.3,190.64,21123073.0,191.23,89341
2016-02-04 17:00:00+00:00,190.64,191.86,190.5,191.29,14097203.0,191.302,64712
2016-02-04 18:00:00+00:00,191.3,192.0,190.87,191.07,11136983.0,191.509,51235
2016-02-04 19:00:00+00:00,191.08,191.17,190.36,191.12,13162877.0,190.782,56088
2016-02-04 20:00:00+00:00,191.13,191.63,190.62,191.55,18314914.0,191.238,75218
2016-02-05 14:30:00+00:00,190.99,191.08,189.7,190.08,13849644.0,190.316,54122
2016-02-05 15:00:00+00:00,190.08,190.58,188.86,188.93,23580264.0,189.736,101954
2016-02-05 16:00:00+00:00,188.96,189.15,187.99,188.75,23200177.0,188.564,93594
2016-02-05 17:00:00+00:00,188.75,189.21,188.28,188.58,15439341.0,188.769,62535
2016-02-05 18:00:00+00:00,188.58,188.98,187.87,188.18,14956080.0,188.434,61732
2016-02-05 19:00:00+00:00,188.18,188.36,187.45,187.65,17162392.0,187.805,66001
2016-02-05 20:00:00+00:00,187.66,188.05,187.2,187.95,33547715.0,187.629,119061
2016-02-08 14:30:00+00:00,185.77,185.87,184.27,184.58,23545854.0,185.045,90289
2016-02-08 15:00:00+00:00,184.57,185.08,183.93,184.21,26097656.0,184.502,106555
2016-02-08 16:00:00+00:00,184.22,184.48,183.29,184.22,23231986.0,183.821,92704
2016-02-08 17:00:00+00:00,184.23,184.84,184.1,184.32,12725574.0,184.436,54409
2016-02-08 18:00:00+00:00,184.33,184.36,183.04,183.05,14195358.0,183.611,52677
2016-02-08 19:00:00+00:00,183.06,183.71,182.8,183.34,20211576.0,183.264,83390
2016-02-08 20:00:00+00:00,183.34,186.12,183.28,185.37,45195323.0,184.849,174513
2016-02-09 14:30:00+00:00,183.37,185.82,183.2,185.24,21978489.0,184.744,80257
2016-02-09 15:00:00+00:00,185.23,186.29,183.99,184.12,29143751.0,185.146,122336
2016-02-09 16:00:00+00:00,184.12,185.74,184.04,184.59,21436883.0,184.999,86890
2016-02-09 17:00:00+00:00,184.58,185.06,184.21,184.38,13653623.0,184.547,63084
2016-02-09 18:00:00+00:00,184.38,184.57,183.55,184.38,16399079.0,184.017,70358
2016-02-09 19:00:00+00:00,184.38,185.96,184.34,185.72,21147103.0,185.197,96400
2016-02-09 20:00:00+00:00,185.72,186.94,185.0,185.38,31804270.0,185.885,140796
2016-02-10 14:30:00+00:00,186.41,187.2,186.07,187.1,14923725.0,186.562,65178
2016-02-10 15:00:00+00:00,187.1,188.34,186.52,186.74,28067501.0,187.4,121958
2016-02-10 16:00:00+00:00,186.75,187.16,185.86,186.68,22983040.0,186.533,97792
2016-02-10 17:00:00+00:00,186.68,187.7,186.27,187.55,11524651.0,186.979,52261
2016-02-10 18:00:00+00:00,187.55,187.72,186.62,186.77,11999421.0,187.18,47152
2016-02-10 19:00:00+00:00,186.79,187.28,186.2,186.38,10166329.0,186.74,46491
2016-02-10 20:00:00+00:00,186.38,187.08,185.12,185.29,25351050.0,185.704,107700
2016-02-11 14:30:00+00:00,182.34,183.95,182.16,183.52,20910603.0,182.868,77184
2016-02-11 15:00:00+00:00,183.51,183.86,182.13,182.27,22840229.0,182.956,104493
2016-02-11 16:00:00+00:00,182.25,182.57,181.39,182.14,24430365.0,181.98,103263
2016-02-11 17:00:00+00:00,182.14,182.62,181.66,182.5,16126480.0,182.121,68674
2016-02-11 18:00:00+00:00,182.51,182.87,181.79,182.0,16012696.0,182.361,69519
2016-02-11 19:00:00+00:00,182.0,183.86,181.09,183.16,37838534.0,182.462,152365
2016-02-11 20:00:00+00:00,183.16,184.1,182.29,183.06,38337765.0,183.259,160352
2016-02-12 14:30:00+00:00,184.98,185.15,184.13,184.29,14423070.0,184.652,57134
2016-02-12 15:00:00+00:00,184.3,185.13,183.96,184.74,18766296.0,184.644,82690
2016-02-12 16:00:00+00:00,184.74,186.13,184.74,185.62,17750509.0,185.618,77078
2016-02-12 17:00:00+00:00,185.62,185.99,185.53,185.69,8269641.0,185.78,37275
2016-02-12 18:00:00+00:00,185.68,185.87,185.16,185.45,9246105.0,185.457,41393
2016-02-12 19:00:00+00:00,185.46,186.35,185.39,186.19,11668676.0,185.998,48081
2016-02-12 20:00:00+00:00,186.18,186.65,186.03,186.64,22634061.0,186.429,90871
2016-02-16 14:30:00+00:00,188.77,189.02,188.15,188.29,13619660.0,188.667,54393
2016-02-16 15:00:00+00:00,188.3,188.64,187.84,188.07,13534784.0,188.216,59519
2016-02-16 16:00:00+00:00,188.06,188.94,187.63,188.9,12179772.0,188.187,49618
2016-02-16 17:00:00+00:00,188.89,189.47,188.85,189.45,9389085.0,189.119,39718
2016-02-16 18:00:00+00:00,189.45,189.73,189.29,189.45,9617830.0,189.516,41595
2016-02-16 19:00:00+00:00,189.45,189.78,189.37,189.43,10672210.0,189.568,46353
2016-02-16 20:00:00+00:00,189.43,189.77,189.17,189.77,20684012.0,189.507,80220
2016-02-17 14:30:00+00:00,191.15,191.77,191.01,191.47,16058667.0,191.317,65686
2016-02-17 15:00:00+00:00,191.48,192.64,191.47,192.55,19541426.0,192.154,84659
2016-02-17 16:00:00+00:00,192.54,192.68,192.27,192.48,12731210.0,192.475,58427
2016-02-17 17:00:00+00:00,192.49,193.02,192.42,192.84,10703059.0,192.772,45402
2016-02-17 18:00:00+00:00,192.86,193.01,192.53,192.59,8712773.0,192.767,40793
2016-02-17 19:00:00+00:00,192.59,193.32,192.47,192.72,14851804.0,192.97,59484
2016-02-17 20:00:00+00:00,192.73,193.0,192.51,192.88,24977195.0,192.836,91381
2016-02-18 14:30:00+00:00,193.2,193.27,192.43,192.72,11823817.0,192.73,50776
2016-02-18 15:00:00+00:00,192.73,192.99,192.38,192.46,12846043.0,192.659,60739
2016-02-18 16:00:00+00:00,192.45,192.7,191.8,192.66,16250060.0,192.172,73512
2016-02-18 17:00:00+00:00,192.66,192.82,192.35,192.37,7592537.0,192.582,36896
2016-02-18 18:00:00+00:00,192.37,192.62,191.75,192.05,7342120.0,192.142,33708
2016-02-18 19:00:00+00:00,192.04,192.79,192.01,192.58,10406613.0,192.431,47265
2016-02-18 20:00:00+00:00,192.59,192.68,191.72,192.04,19793673.0,192.063,82096
2016-02-19 14:30:00+00:00,191.17,191.46,190.48,190.96,13759700.0,190.978,57626
2016-02-19 15:00:00+00:00,190.96,191.79,190.45,191.34,17154535.0,191.246,77646
2016-02-19 16:00:00+00:00,191.33,192.18,191.01,191.7,13779544.0,191.651,59074
2016-02-19 17:00:00+00:00,191.7,191.94,191.53,191.7,6644127.0,191.719,31027
2016-02-19 18:00:00+00:00,191.7,191.89,191.55,191.81,4799583.0,191.725,23705
2016-02-19 19:00:00+00:00,191.81,192.06,191.4,191.45,7414356.0,191.763,33025
2016-02-19 20:00:00+00:00,191.45,192.11,191.42,192.02,16009258.0,191.884,64586
2016-02-22 14:30:00+00:00,193.88,194.62,193.79,194.52,12709017.0,194.295,49382
2016-02-22 15:00:00+00:00,194.52,194.87,194.27,194.34,14252050.0,194.577,58281
2016-02-22 16:00:00+00:00,194.34,194.56,194.17,194.53,7323027.0,194.378,33174
2016-02-22 17:00:00+00:00,194.53,194.71,194.28,194.33,5246145.0,194.501,25132
2016-02-22 18:00:00+00:00,194.33,194.95,194.28,194.85,6293779.0,194.679,27082
2016-02-22 19:00:00+00:00,194.85,194.87,194.33,194.47,7914979.0,194.54,34372
2016-02-22 20:00:00+00:00,194.47,194.8,194.2,194.79,21061774.0,194.595,73502
2016-02-23 14:30:00+00:00,194.0,194.32,193.79,194.03,10127253.0,194.045,41226
2016-02-23 15:00:00+00:00,194.03,194.13,192.78,192.92,17691212.0,193.414,78456
2016-02-23 16:00:00+00:00,192.92,193.24,192.47,193.0,15263052.0,192.818,65855
2016-02-23 17:00:00+00:00,192.99,193.08,192.65,193.06,6464296.0,192.883,28452
2016-02-23 18:00:00+00:00,193.05,193.09,192.53,192.78,7119020.0,192.796,30296
2016-02-23 19:00:00+00:00,192.78,193.1,192.57,192.59,7112607.0,192.838,30952
2016-02-23 20:00:00+00:00,192.59,192.95,192.18,192.37,24153975.0,192.514,90021
2016-02-24 14:30:00+00:00,190.63,190.65,189.55,189.8,16787396.0,190.072,63888
2016-02-24 15:00:00+00:00,189.8,190.39,189.32,190.18,21791460.0,189.855,94770
2016-02-24 16:00:00+00:00,190.18,191.07,189.59,190.98,16208206.0,190.314,63953
2016-02-24 17:00:00+00:00,190.98,191.43,190.58,191.02,12801637.0,191.021,53224
2016-02-24 18:00:00+00:00,191.03,191.59,190.97,191.24,11592023.0,191.231,49748
2016-02-24 19:00:00+00:00,191.24,192.66,191.16,192.32,17033855.0,192.172,70062
2016-02-24 20:00:00+00:00,192.32,193.53,192.32,193.22,22895864.0,193.15,94746
2016-02-25 14:30:00+00:00,193.73,194.26,193.25,193.37,10503847.0,193.669,44096
2016-02-25 15:00:00+00:00,193.38,193.82,192.83,193.27,14249841.0,193.303,60521
2016-02-25 16:00:00+00:00,193.26,193.9,193.02,193.8,9113882.0,193.404,40844
2016-02-25 17:00:00+00:00,193.8,193.94,193.34,193.63,5602749.0,193.659,25263
2016-02-25 18:00:00+00:00,193.63,194.68,193.57,194.64,12266909.0,194.24,45913
2016-02-25 19:00:00+00:00,194.63,194.82,194.32,194.44,10625733.0,194.573,40108
2016-02-25 20:00:00+00:00,194.43,195.54,194.39,195.53,23997648.0,195.054,85113
2016-02-26 14:30:00+00:00,196.57,196.68,196.09,196.16,12405159.0,196.408,49487
2016-02-26 15:00:00+00:00,196.16,196.43,195.52,196.4,16293286.0,195.942,67246
2016-02-26 16:00:00+00:00,196.4,196.49,195.53,195.83,13480130.0,195.972,57323
2016-02-26 17:00:00+00:00,195.83,196.26,195.36,196.09,10740956.0,195.779,45459
2016-02-26 18:00:00+00:00,196.08,196.22,195.26,195.49,8127748.0,195.716,36148
2016-02-26 19:00:00+00:00,195.49,195.67,194.9,194.99,10917052.0,195.299,47181
2016-02-26 20:00:00+00:00,194.99,195.52,194.95,195.12,22053420.0,195.31,80503
2016-02-29 14:30:00+00:00,195.1,195.38,194.71,195.11,8758174.0,195.069,35950
2016-02-29 15:00:00+00:00,195.1,195.39,194.72,195.31,11738681.0,195.021,53994
2016-02-29 16:00:00+00:00,195.31,196.23,195.31,195.93,11347487.0,195.776,47831
2016-02-29 17:00:00+00:00,195.93,196.03,195.54,195.82,6958574.0,195.77,28305
2016-02-29 18:00:00+00:00,195.82,195.88,195.3,195.52,5206091.0,195.556,21994
2016-02-29 19:00:00+00:00,195.52,195.55,194.3,194.38,15937725.0,194.77,61768
2016-02-29 20:00:00+00:00,194.38,194.4,193.44,193.48,29739594.0,194.007,105847
2016-03-01 14:30:00+00:00,195.0,195.28,194.45,194.93,11053000.0,194.847,46934
2016-03-01 15:00:00+00:00,194.93,196.2,194.93,195.79,21487717.0,195.629,85400
2016-03-01 16:00:00+00:00,195.79,197.02,195.75,196.97,13717199.0,196.486,56544
2016-03-01 17:00:00+00:00,196.97,197.41,196.93,197.36,11833510.0,197.182,47865
2016-03-01 18:00:00+00:00,197.35,197.73,197.12,197.46,11064985.0,197.446,45432
2016-03-01 19:00:00+00:00,197.46,197.97,197.23,197.96,10634991.0,197.577,44106
2016-03-01 20:00:00+00:00,197.97,198.18,197.62,198.18,23829525.0,197.888,89676
2016-03-02 14:30:00+00:00,197.74,198.09,197.44,197.65,11790520.0,197.788,50147
2016-03-02 15:00:00+00:00,197.66,198.25,197.25,198.03,14856859.0,197.745,67868
2016-03-02 16:00:00+00:00,198.03,198.47,197.71,197.73,10840007.0,198.191,50486
2016-03-02 17:00:00+00:00,197.73,198.18,197.55,198.12,6369437.0,197.83,30994
2016-03-02 18:00:00+00:00,198.12,198.45,197.98,198.0,5668222.0,198.221,27585
2016-03-02 19:00:00+00:00,198.0,198.65,197.76,198.46,9773597.0,198.232,41677
2016-03-02 20:00:00+00:00,198.45,199.06,198.17,199.0,18204957.0,198.682,72691
2016-03-03 14:30:00+00:00,198.79,198.81,198.19,198.39,7325885.0,198.508,31125
2016-03-03 15:00:00+00:00,198.39,199.0,198.12,198.83,13459650.0,198.536,59795
2016-03-03 16:00:00+00:00,198.82,198.92,198.11,198.49,10569340.0,198.459,49642
2016-03-03 17:00:00+00:00,198.5,198.71,198.27,198.67,6236744.0,198.494,30487
2016-03-03 18:00:00+00:00,198.66,199.26,198.66,199.16,7017729.0,198.981,33146
2016-03-03 19:00:00+00:00,199.16,199.49,198.96,199.36,7865958.0,199.233,33797
2016-03-03 20:00:00+00:00,199.37,199.8,199.2,199.76,18088472.0,199.561,72278
2016-03-04 14:30:00+00:00,200.01,200.15,199.03,199.29,12188883.0,199.561,50792
2016-03-04 15:00:00+00:00,199.29,200.38,199.06,200.23,15218276.0,199.789,69716
2016-03-04 16:00:00+00:00,200.23,200.98,200.22,200.74,14165742.0,200.615,59159
2016-03-04 17:00:00+00:00,200.74,200.93,200.45,200.78,8395725.0,200.674,40045
2016-03-04 18:00:00+00:00,200.78,201.35,200.54,201.24,9142507.0,200.951,40537
2016-03-04 19:00:00+00:00,201.23,201.25,199.77,200.04,13936274.0,200.461,60491
2016-03-04 20:00:00+00:00,200.04,200.65,199.71,200.38,20209743.0,200.298,84370
2016-03-07 14:30:00+00:00,199.34,199.86,199.25,199.47,9190486.0,199.57,42041
2016-03-07 15:00:00+00:00,199.47,200.44,199.33,200.07,12373684.0,199.937,55769
2016-03-07 16:00:00+00:00,200.07,200.98,199.93,200.65,9605603.0,200.474,40168
2016-03-07 17:00:00+00:00,200.64,200.86,200.44,200.75,5015215.0,200.655,21924
2016-03-07 18:00:00+00:00,200.74,201.07,200.18,200.38,8155200.0,200.562,34435
2016-03-07 19:00:00+00:00,200.38,200.53,199.49,199.82,9894451.0,199.925,41964
2016-03-07 20:00:00+00:00,199.81,200.66,199.48,200.59,19059926.0,200.236,74930
2016-03-08 14:30:00+00:00,199.33,199.47,198.82,199.05,10945412.0,199.181,46668
2016-03-08 15:00:00+00:00,199.05,199.35,198.39,198.58,14231989.0,198.807,64706
2016-03-08 16:00:00+00:00,198.59,199.46,198.54,199.28,10195588.0,199.036,46135
2016-03-08 17:00:00+00:00,199.28,199.8,199.13,199.46,10854880.0,199.49,52323
2016-03-08 18:00:00+00:00,199.46,199.92,199.21,199.66,8476305.0,199.603,45269
2016-03-08 19:00:00+00:00,199.66,199.92,198.96,199.13,12124392.0,199.403,54178
2016-03-08 20:00:00+00:00,199.14,199.27,198.21,198.36,28030208.0,198.619,106423
2016-03-09 14:30:00+00:00,199.36,199.44,198.87,199.21,8512005.0,199.148,37791
2016-03-09 15:00:00+00:00,199.21,199.69,198.43,198.73,16174398.0,199.067,72123
2016-03-09 16:00:00+00:00,198.74,199.79,198.7,199.71,11018366.0,199.302,46939
2016-03-09 17:00:00+00:00,199.72,199.73,198.98,199.02,6372313.0,199.389,28214
2016-03-09 18:00:00+00:00,199.02,199.49,198.83,199.4,5931226.0,199.09,25321
2016-03-09 19:00:00+00:00,199.4,199.53,199.11,199.29,6106345.0,199.303,26938
2016-03-09 20:00:00+00:00,199.28,199.44,198.84,199.42,15940071.0,199.148,62287
2016-03-10 14:30:00+00:00,199.96,200.89,199.6,200.79,14858998.0,200.197,61874
2016-03-10 15:00:00+00:00,200.8,201.07,199.01,199.09,23737807.0,200.014,98803
2016-03-10 16:00:00+00:00,199.11,199.27,198.01,198.58,23677870.0,198.657,99332
2016-03-10 17:00:00+00:00,198.58,198.94,197.45,197.89,17038062.0,198.107,69737
2016-03-10 18:00:00+00:00,197.88,198.38,197.38,198.07,11873407.0,198.002,51588
2016-03-10 19:00:00+00:00,198.07,199.32,197.74,198.95,13322977.0,198.598,52706
2016-03-10 20:00:00+00:00,198.96,199.83,198.74,199.54,20154520.0,199.288,77574
2016-03-11 14:30:00+00:00,201.26,201.67,201.12,201.48,13170202.0,201.449,53697
2016-03-11 15:00:00+00:00,201.48,202.04,201.14,201.78,15643806.0,201.623,65795
2016-03-11 16:00:00+00:00,201.79,202.33,201.73,202.24,12174381.0,202.127,51032
2016-03-11 17:00:00+00:00,202.24,202.48,202.13,202.17,8230982.0,202.293,35135
2016-03-11 18:00:00+00:00,202.16,202.3,201.82,202.23,7218835.0,202.02,30763
2016-03-11 19:00:00+00:00,202.23,202.32,201.94,202.11,8393921.0,202.181,31855
2016-03-11 20:00:00+00:00,202.11,202.81,202.07,202.73,26550872.0,202.607,90242
2016-03-14 13:30:00+00:00,202.16,202.4,201.8,201.85,8327849.0,202.124,33892
2016-03-14 14:00:00+00:00,201.85,202.53,201.77,202.19,9807821.0,202.126,43700
2016-03-14 15:00:00+00:00,202.18,202.45,202.04,202.1,6130047.0,202.243,27415
2016-03-14 16:00:00+00:00,202.1,202.65,202.01,202.61,6264044.0,202.41,27372
2016-03-14 17:00:00+00:00,202.61,202.75,202.52,202.59,6133676.0,202.634,28939
2016-03-14 18:00:00+00:00,202.58,202.93,202.38,202.84,8321212.0,202.668,32814
2016-03-14 19:00:00+00:00,202.84,203.04,202.48,202.49,15562857.0,202.787,55613
2016-03-15 13:30:00+00:00,201.36,201.61,201.1,201.24,9016467.0,201.329,34378
2016-03-15 14:00:00+00:00,201.24,201.83,201.05,201.48,12288205.0,201.434,54558
2016-03-15 15:00:00+00:00,201.49,201.83,201.34,201.44,7597703.0,201.581,33804
2016-03-15 16:00:00+00:00,201.44,201.66,201.34,201.45,5681984.0,201.476,26512
2016-03-15 17:00:00+00:00,201.45,201.96,201.42,201.9,6611186.0,201.763,28617
2016-03-15 18:00:00+00:00,201.9,202.1,201.66,201.76,6912624.0,201.887,29289
2016-03-15 19:00:00+00:00,201.76,202.2,201.71,202.18,15141166.0,201.995,57251
2016-03-16 13:30:00+00:00,201.6,202.41,201.6,202.19,8052427.0,202.037,32003
2016-03-16 14:00:00+00:00,202.19,202.5,202.1,202.33,9016772.0,202.274,38177
2016-03-16 15:00:00+00:00,202.33,202.49,202.2,202.24,6019987.0,202.357,26859
2016-03-16 16:00:00+00:00,202.25,202.41,201.84,201.92,5749051.0,202.167,26465
2016-03-16 17:00:00+00:00,201.92,202.01,201.55,201.77,7595337.0,201.774,29160
2016-03-16 18:00:00+00:00,201.77,203.72,201.76,202.83,35766817.0,202.909,148150
2016-03-16 19:00:00+00:00,202.83,203.82,202.79,203.39,26724957.0,203.382,98554
2016-03-17 13:30:00+00:00,203.24,203.48,202.79,203.02,7516181.0,203.106,34182
2016-03-17 14:00:00+00:00,203.02,203.88,202.77,203.84,13203498.0,203.339,57173
2016-03-17 15:00:00+00:00,203.85,204.12,203.7,204.06,11814222.0,203.932,46960
2016-03-17 16:00:00+00:00,204.07,204.67,203.89,204.49,11888416.0,204.362,45486
2016-03-17 17:00:00+00:00,204.5,204.91,204.25,204.9,11108557.0,204.537,44359
2016-03-17 18:00:00+00:00,204.89,205.23,204.69,204.71,12896362.0,204.964,50013
2016-03-17 19:00:00+00:00,204.71,205.14,204.61,204.65,20639066.0,204.85,73994
2016-03-18 13:30:00+00:00,204.17,204.42,203.96,204.36,15995678.0,204.208,58028
2016-03-18 14:00:00+00:00,204.36,204.58,204.13,204.44,17355005.0,204.372,74471
2016-03-18 15:00:00+00:00,204.44,204.78,204.28,204.48,11065378.0,204.545,45808
2016-03-18 16:00:00+00:00,204.48,204.67,204.34,204.45,7676505.0,204.472,33852
2016-03-18 17:00:00+00:00,204.46,204.5,203.8,204.13,8821451.0,204.077,35970
2016-03-18 18:00:00+00:00,204.13,204.32,204.04,204.09,8162910.0,204.197,37013
2016-03-18 19:00:00+00:00,204.09,204.69,204.09,204.44,25846600.0,204.502,92118
2016-03-21 13:30:00+00:00,204.07,204.66,204.05,204.52,6343596.0,204.407,28072
2016-03-21 14:00:00+00:00,204.52,204.65,203.8,203.93,11204771.0,204.096,51999
2016-03-21 15:00:00+00:00,203.93,204.63,203.92,204.39,6386542.0,204.337,30288
2016-03-21 16:00:00+00:00,204.38,204.49,204.16,204.37,5576773.0,204.312,26586
2016-03-21 17:00:00+00:00,204.38,204.8,204.31,204.69,5530419.0,204.592,24778
2016-03-21 18:00:00+00:00,204.68,204.94,204.56,204.87,7651899.0,204.785,29120
2016-03-21 19:00:00+00:00,204.87,204.88,204.47,204.68,12427416.0,204.671,46476
2016-03-22 13:30:00+00:00,203.76,204.23,203.57,204.18,8748912.0,203.851,39120
2016-03-22 14:00:00+00:00,204.18,204.69,204.05,204.53,9310598.0,204.386,42410
2016-03-22 15:00:00+00:00,204.53,204.78,204.28,204.35,7305767.0,204.552,33369
2016-03-22 16:00:00+00:00,204.34,205.15,204.34,205.15,7942150.0,204.764,30991
2016-03-22 17:00:00+00:00,205.14,205.23,204.93,205.01,7076898.0,205.084,25198
2016-03-22 18:00:00+00:00,205.02,205.22,204.73,204.73,11163308.0,205.046,38551
2016-03-22 19:00:00+00:00,204.72,204.8,204.31,204.59,20181977.0,204.571,69801
2016-03-23 13:30:00+00:00,204.11,204.21,203.73,203.89,7833165.0,203.96,35664
2016-03-23 14:00:00+00:00,203.89,204.33,203.63,203.87,12780650.0,203.919,59677
